run_id,sweep_value,seed,duration_ms,Proposal Pass Rate,Average Turnout,Quorum Reach Rate,Proposal Rejection Rate,Final Gini,Final Treasury,Whale Influence,Governance Capture Risk,Voter Participation Rate,Unique Voter Count,Delegate Concentration,Single Entity Control,Collusion Threshold,Treasury Growth Rate
Realistic Baseline-run-001,,42,5825,0,0.019733321139422947,0.1056338028169014,1,0.6975143274198983,12072.533817180847,0.022306482251193565,0.3257626008874361,0.0322099262240107,174,0.3436307638603164,0.029177497818364675,0.09047619047619047,-0.7194429334540783
Realistic Baseline-run-002,,43,5616,0,0.016805346344785692,0.10801393728222997,1,0.6954613538063343,10991.565985559386,0.017874599552514206,0.3579134386474726,0.027044964327194266,177,0.37590769671080704,0.032371535472224794,0.09047619047619047,-0.7023279892525487
Realistic Baseline-run-003,,44,5847,0.004016064257028112,0.020166592237892987,0.125,0.9959839357429718,0.6928280074260997,11661.024807428306,0.02184909139188947,0.30687124145274725,0.032403273809523785,174,0.2935453676379483,0.03003601058872007,0.09523809523809523,-0.7159531701914265
Realistic Baseline-run-004,,45,5806,0,0.015311077529156655,0.09811320754716982,1,0.6962119956158781,12067.715684353929,0.015981461777272193,0.35895963499885936,0.02458221024258757,181,0.4134579639058056,0.03111497543136713,0.09523809523809523,-0.68831969293951
Realistic Baseline-run-005,,46,5685,0,0.021320992923426076,0.10583941605839416,1,0.6979277176480363,12069.328849916066,0.0246442985989589,0.3025216458500058,0.034410844629822704,170,0.29107627798121655,0.03149501691685217,0.09047619047619047,-0.7194556526772604
Realistic Baseline-run-006,,47,5345,0,0.019758319824815452,0.12547528517110265,1,0.6959298145380477,12071.005655474306,0.02142438279984711,0.30365224797212625,0.03260908926308163,171,0.32159725147250573,0.029249083807348437,0.09047619047619047,-0.7195754200942976
Realistic Baseline-run-007,,48,5651,0,0.01468017801899953,0.07116104868913857,1,0.701290292708949,12022.159444016594,0.016276233797900864,0.34147386111437583,0.024077046548956635,171,0.36739330637742545,0.03012478795877991,0.09047619047619047,-0.7057241313708085
Realistic Baseline-run-008,,49,5814,0,0.019031326980079373,0.11295681063122924,1,0.6961810567508462,12073.295918691321,0.021326488166389337,0.33069236284532894,0.030722986869166243,175,0.345660230314755,0.03026390256549156,0.09523809523809523,-0.7193799738830339
Realistic Baseline-run-009,,50,5225,0.00390625,0.013633502153538214,0.06563706563706563,0.99609375,0.7043650911570818,12063.801141210137,0.016205740951348295,0.3152503934539168,0.022982165839308673,171,0.3730859693851771,0.029844865917387945,0.09047619047619047,-0.6882001415839869
Realistic Baseline-run-010,,51,5194,0,0.020774217243891068,0.09652509652509653,1,0.6989277050683853,12072.594602572239,0.027040945297192087,0.28870408576615186,0.03480419194704907,171,0.306276355809167,0.030779737632029652,0.09047619047619047,-0.7193976029260342
Realistic Baseline-run-011,,52,5434,0,0.014545955431851977,0.05263157894736842,1,0.7054425959119688,12072.550119609441,0.015293740424651765,0.36321320126232387,0.02397660818713448,167,0.39899494589748064,0.03194646601745236,0.09047619047619047,-0.7194028600103674
Realistic Baseline-run-012,,53,5301,0,0.025005965383247696,0.1103202846975089,1,0.6987688382260944,12074.875764910079,0.03300601692499112,0.28891086441764774,0.0408405355024572,169,0.26147862042141695,0.030831435926904977,0.09047619047619047,-0.7193716322502981
Realistic Baseline-run-013,,54,5498,0,0.02376036280245581,0.13355048859934854,1,0.6976881174463627,11962.3546711331,0.028945075741999733,0.3072738640847686,0.03918101442531408,175,0.2930553080438161,0.030600863097202363,0.09047619047619047,-0.7370014252899153
Realistic Baseline-run-014,,55,5141,0.003745318352059925,0.021340340969510662,0.10989010989010989,0.9962546816479401,0.6940890039699663,12072.459755190834,0.024206705382248776,0.2791487556740073,0.03417059131344845,171,0.2889547719317428,0.0302667815265726,0.09523809523809523,-0.6879694871879002
Realistic Baseline-run-015,,56,5637,0.003355704697986577,0.019050885690766257,0.09933774834437085,0.9966442953020134,0.7030290448469194,11314.095765879398,0.02243128521697924,0.3381246962942957,0.03216650898770101,173,0.3350946745711427,0.029326519583869018,0.09047619047619047,-0.7349677794889511
Realistic Baseline-run-016,,57,5658,0,0.022027893450000162,0.11612903225806452,1,0.7021785147451702,11458.199809258589,0.02724407740811088,0.30599215964866555,0.03735791090629798,174,0.29436347820426706,0.028959435862612657,0.09047619047619047,-0.7246841579882868
