run_id,sweep_value,seed,duration_ms,Whale Influence,Whale Proposal Rate,Single Entity Control,Avg Time to Decision,Proposal Abandonment Rate,Voter Concentration Gini,Delegate Concentration,Governance Capture Risk,Voter Participation Rate,Average Turnout,Voter Retention Rate,Proposal Pass Rate,Avg Margin of Victory,Quorum Reach Rate,Final Treasury,Treasury Growth Rate
Conviction Voting Dynamics-24-run-016,24,57,7819,0.44018746503692946,0.15384615384615385,0.03215434083601286,20.5,0.07692307692307693,0.3159745794857929,0.4821700002325401,0.5183160620619068,0.381390348781653,0.33728096361612614,0.9936708860759493,0.6875,0.38153740258841856,1,8117.531388522513,-0.8377184068192889
Conviction Voting Dynamics-24-run-017,24,58,9403,0.4387026208051562,0.203125,0.03215434083601286,20.193548387096776,0.03125,0.30735589570545335,0.4655139804005735,0.4780542458745108,0.3801436335403727,0.31514452033872364,1,0.6612903225806451,0.4282167802315858,1,14629.389226254532,-0.7075366293927656
Conviction Voting Dynamics-24-run-013,24,54,9518,0.47108553696810346,0.19672131147540983,0.03215434083601286,20.70689655172414,0.04918032786885246,0.31533502729154905,0.5016663428672428,0.5236717830385219,0.37633642195295786,0.33518570929243774,1,0.7068965517241379,0.39679322826273106,0.9836065573770492,7710.4875854701895,-0.8287286902491637
Conviction Voting Dynamics-24-run-011,24,52,9560,0.49038673459698046,0.12280701754385964,0.03215434083601286,21.77777777777778,0.05263157894736842,0.31163007747185856,0.49235502397292413,0.5165223902929116,0.3930478369837637,0.33913927901618107,1,0.7037037037037037,0.3259721492464467,1,6235.653780124651,-0.8753399547807432
Conviction Voting Dynamics-24-run-014,24,55,10663,0.4511608768958029,0.16129032258064516,0.03215434083601286,20.423728813559322,0.04838709677419355,0.3064118685617752,0.48900009601927075,0.5069176434368231,0.39190542977359244,0.3383215486705594,1,0.7288135593220338,0.4084386935251836,1,14865.081729224681,-0.6698053152805534
Conviction Voting Dynamics-24-run-018,24,59,11488,0.4588566320981912,0.19444444444444445,0.03215434083601286,20.38235294117647,0.05555555555555555,0.31489258262713643,0.48315367648849394,0.5060838118703991,0.38354037267080743,0.32536024725142126,1,0.6911764705882353,0.4263781438202339,1,7550.975946219378,-0.8490446974613124
Conviction Voting Dynamics-24-run-019,24,60,7797,0.42427367126719207,0.06382978723404255,0.03215434083601286,23.523809523809526,0.10638297872340426,0.3232129988675749,0.4907212511735816,0.5171514978326855,0.38271441786705435,0.3206525685340296,1,0.5714285714285714,0.3667674472973997,1,6086.814350176407,-0.8783154775923041
Conviction Voting Dynamics-24-run-015,24,56,11682,0.4443237859165331,0.07246376811594203,0.03215434083601286,21.59375,0.07246376811594203,0.3095710290218299,0.48383654671676435,0.5123245024245427,0.3848231163921144,0.3351745958412581,1,0.75,0.36984809800832646,1,7949.195503642935,-0.8410836929241713
Conviction Voting Dynamics-24-run-012,24,53,11634,0.4655938725755444,0.10144927536231885,0.03215847697453049,21.46268656716418,0.028985507246376812,0.30822618224497267,0.47494176228438645,0.4693812962034913,0.38491313349536405,0.3307013159838631,1,0.7761194029850746,0.392732865621432,1,14132.157591385057,-0.7174770334422724
Conviction Voting Dynamics-24-run-020,24,61,11728,0.46145655349065395,0.08450704225352113,0.03215434083601286,21.940298507462686,0.056338028169014086,0.31587829467983713,0.4787784274045826,0.4866132358761753,0.3728457702738168,0.31971527692008517,1,0.6865671641791045,0.38869901235520565,1,24563.566999600334,-0.5089375579708325
Conviction Voting Dynamics-24-run-021,24,62,7646,0.45620913005122987,0.08333333333333333,0.03215951117543013,22.847826086956523,0.041666666666666664,0.3160647960298386,0.4973236257689591,0.5114582046138333,0.38625776397515527,0.3354505106500744,0.9936708860759493,0.6521739130434783,0.372135984938925,1,5377.137840048387,-0.8805588582606206
Conviction Voting Dynamics-24-run-023,24,64,8541,0.4495262359590032,0.16666666666666666,0.03215434083601286,20.92982456140351,0.05,0.3320402717671592,0.49154117253110713,0.5035431972851435,0.3727743271221531,0.33579882794949445,0.9936708860759493,0.7192982456140351,0.3731160745846881,1,11403.733729065472,-0.7466914523658198
Conviction Voting Dynamics-24-run-022,24,63,9047,0.4373354567313664,0.1346153846153846,0.03215951117543013,21.612244897959183,0.057692307692307696,0.31686723602484473,0.4733716209684826,0.4741609570858464,0.38222646918299097,0.32923380251308926,1,0.7551020408163265,0.4305813108572056,1,8329.569941882442,-0.8149771544544407
Conviction Voting Dynamics-24-run-027,24,68,10063,0.43721392296784145,0.19117647058823528,0.03215951117543013,19.859375,0.058823529411764705,0.31327649282580483,0.45883624126986916,0.47609711949007677,0.3720314212641578,0.3081867770143023,1,0.734375,0.3633415267266718,1,12032.360057572325,-0.7327279184863131
Conviction Voting Dynamics-24-run-026,24,67,9310,0.41945511237988947,0.125,0.03215434083601286,21.074074074074073,0.03571428571428571,0.31703170970905525,0.4804273843244221,0.506412058449612,0.3793256433007987,0.322691550608024,1,0.7407407407407407,0.40698764678490124,1,4891.961605810308,-0.8913439324441085
Conviction Voting Dynamics-24-run-028,24,69,9570,0.4372060863753891,0.19298245614035087,0.03215434083601286,20.763636363636362,0.03508771929824561,0.3055977109202386,0.48424712342489895,0.4899933306886103,0.3893429225237006,0.34248774508294866,1,0.8,0.363461295845037,1,11797.492346923304,-0.764150483445876
Conviction Voting Dynamics-24-run-025,24,66,11004,0.46815447511583086,0.18461538461538463,0.03215951117543013,20.984375,0.015384615384615385,0.3178911527608268,0.4807785133460735,0.5097149695694104,0.38174868609651214,0.32210344483715403,0.9936708860759493,0.71875,0.3688555780616548,1,4958.730004915403,-0.8898528564856198
Conviction Voting Dynamics-24-run-024,24,65,11120,0.47068429659228433,0.13846153846153847,0.03215434083601286,21.475409836065573,0.06153846153846154,0.29593344611972205,0.4835871403344659,0.5054729551436383,0.39923554706163394,0.3457547945373892,1,0.7377049180327869,0.3509005600197571,1,4821.965476024097,-0.9036016983170541
Conviction Voting Dynamics-24-run-030,24,71,12003,0.464690726254549,0.15714285714285714,0.03215434083601286,20.52857142857143,0,0.3104258991598341,0.47085144164631787,0.4989318921023929,0.38092280390417044,0.32779093863069336,1,0.7571428571428571,0.39663335530474514,1,9215.627021803128,-0.8157658327786734
Conviction Voting Dynamics-24-run-032,24,73,10139,0.45083937482528563,0.15254237288135594,0.03215434083601286,21.74137931034483,0.01694915254237288,0.3178190942371766,0.4815124422063884,0.4973325347848537,0.38151384356248025,0.32257072151875793,1,0.7931034482758621,0.35479993229198725,1,12074.154499588969,-0.7586195932332591
Conviction Voting Dynamics-24-run-029,24,70,11591,0.45377672405238584,0.18571428571428572,0.03215951117543013,20.328125,0.08571428571428572,0.3136232464406499,0.4805878318847248,0.5128459617685741,0.3798580301685892,0.3231136672968292,1,0.734375,0.36953272736746484,1,61626.4999999984,0.23200590468811375
Conviction Voting Dynamics-24-run-033,24,74,9280,0.4722640044715106,0.21666666666666667,0.03215434083601286,21.45762711864407,0.016666666666666666,0.3032580879513578,0.48130863480014463,0.4969191183597379,0.3929606625258799,0.34293785253489995,1,0.6271186440677966,0.3267544648100284,1,4899.2641356237755,-0.902056382502408
Conviction Voting Dynamics-24-run-031,24,72,11816,0.46472416617398804,0.08695652173913043,0.03215434083601286,23,0.014492753623188406,0.29854212359695526,0.4889213821983338,0.5063534143278309,0.394364929336574,0.3478919293902199,1,0.6911764705882353,0.3494089560396184,1,8401.956293919533,-0.813369252854957
Conviction Voting Dynamics-24-run-035,24,76,7349,0.43456993175960684,0.13725490196078433,0.03215434083601286,21.97872340425532,0.0784313725490196,0.33976463552147124,0.472640002102382,0.511202119384342,0.36426744610887823,0.29747044446777243,0.9936305732484076,0.7021276595744681,0.37736987333710376,1,8022.309417820288,-0.8396220364292972
Conviction Voting Dynamics-24-run-036,24,77,9408,0.44465582511273133,0.16666666666666666,0.03215951117543013,21.153846153846153,0.037037037037037035,0.31786737084836536,0.4847702943664504,0.5003300695580244,0.3841729928686451,0.3366125024294365,1,0.7115384615384616,0.3573485920880601,1,34300.425934939,-0.3142831852342214
Conviction Voting Dynamics-24-run-034,24,75,11666,0.4529204191852504,0.12307692307692308,0.03215434083601286,21.365079365079364,0.03076923076923077,0.3012909129850659,0.48135017090584226,0.49557529827782226,0.3962732919254659,0.34119543167077354,1,0.6666666666666666,0.38652699584707084,1,5507.707424468364,-0.877658545733126
Conviction Voting Dynamics-24-run-039,24,80,10550,0.4376762109753594,0.12903225806451613,0.0321646831778707,21.637931034482758,0.06451612903225806,0.31045317140608153,0.4629475264908093,0.4873077760261994,0.37627729913844915,0.313771758570673,1,0.6206896551724138,0.3732684553628334,1,8334.79990108237,-0.8333748843025702
Conviction Voting Dynamics-24-run-037,24,78,9755,0.46623521902590687,0.1346153846153846,0.03215434083601286,21.48076923076923,0,0.3066526749671479,0.496474639458488,0.5188742053552927,0.3923793597706642,0.33379051551937217,1,0.7692307692307693,0.4152517814231974,1,9763.627467941806,-0.7831227602901769
Conviction Voting Dynamics-24-run-043,24,84,9311,0.44283867627837104,0.12962962962962962,0.03215434083601286,22.67924528301887,0.018518518518518517,0.3150139723939368,0.4771727685536214,0.4877110605232301,0.38808373590982276,0.33442981910164654,1,0.6415094339622641,0.33935339846169066,1,9223.974417431396,-0.8155989558555511
Conviction Voting Dynamics-24-run-041,24,82,11092,0.44680961807146197,0.15384615384615385,0.03215434083601286,22.142857142857142,0.03076923076923077,0.3071389848360465,0.46558718080637773,0.47952531401891935,0.3831820353559483,0.32937219494284087,1,0.6190476190476191,0.38374599740332976,1,4708.827368895328,-0.905863498289921
