run_id,sweep_value,seed,duration_ms,Proposal Pass Rate,Average Turnout,Quorum Reach Rate,Proposal Rejection Rate,Final Gini,Final Treasury,Whale Influence,Governance Capture Risk,Voter Participation Rate,Unique Voter Count,Delegate Concentration,Single Entity Control,Collusion Threshold,Treasury Growth Rate
Realistic Baseline-run-001,,42,4495,0.1712707182320442,0.07155365691148746,0.7712765957446809,0.8287292817679558,0.48313542541443244,10456.397783507004,0.055729087133596915,0.2875106389791593,0.06218338399189458,159,0.265086641873367,0.01967422332041602,0.19523809523809524,-0.7528496195338341
Realistic Baseline-run-002,,43,4844,0.24607329842931938,0.09459806087705343,0.7846153846153846,0.7539267015706806,0.4278661387048013,10997.240166011145,0.1953556236663338,0.2766958974066126,0.07577533577533571,164,0.25195921597855514,0.018632165974833192,0.22380952380952382,-0.747733370523835
Realistic Baseline-run-003,,44,4526,0.10919540229885058,0.06268043032750102,0.6388888888888888,0.8908045977011494,0.5300640759091637,12028.05484480123,0.05815898099209973,0.2561415001446345,0.06031746031746025,157,0.25715273575668757,0.02355094068042568,0.1523809523809524,-0.6965551668756458
Realistic Baseline-run-004,,45,4913,0.2328042328042328,0.08571282405966273,0.7696335078534031,0.7671957671957672,0.4281135701497518,10928.007362894621,0.11329059666795084,0.2691805421503761,0.06888556469708298,158,0.2404631145561988,0.02093535625785716,0.22857142857142856,-0.7533712693725844
Realistic Baseline-run-005,,46,4512,0.1853932584269663,0.06862214167456741,0.6972972972972973,0.8146067415730337,0.46294079066874594,12038.606894563996,0.060664380230695,0.25901955738414695,0.05819819819819817,161,0.26242952707621925,0.018538448698676418,0.20952380952380953,-0.6891372557577615
Realistic Baseline-run-006,,47,4495,0.0975609756097561,0.051008036142816016,0.6325301204819277,0.9024390243902439,0.5257388492307473,12002.3727854523,0.054971206441255346,0.29414012676752643,0.04713138267355129,158,0.29967769160593216,0.023251543878871635,0.15714285714285714,-0.7279056262611313
Realistic Baseline-run-007,,48,4798,0.29411764705882354,0.0833699245862623,0.7315789473684211,0.7058823529411765,0.43539101499824073,12035.483812154052,0.1870359227783572,0.28045079908007453,0.061979949874686656,161,0.27054231037618115,0.01783061564356949,0.22380952380952382,-0.7211860000488424
Realistic Baseline-run-008,,49,4752,0.18461538461538463,0.07103211306078008,0.6868686868686869,0.8153846153846154,0.44673939532902684,11771.663836576005,0.08991044114263803,0.2607418796535135,0.05812890812890807,157,0.2430051329781254,0.019940280018423098,0.21904761904761905,-0.7202124547193627
Realistic Baseline-run-009,,50,5675,0.1568627450980392,0.05882333719570753,0.7799043062200957,0.8431372549019608,0.5196333318215987,12034.967789467488,0.05221560855527744,0.30077135741971384,0.05333789017999538,159,0.2884121573359898,0.022367092513745898,0.16666666666666666,-0.6890138689291545
Realistic Baseline-run-010,,51,5893,0.18041237113402062,0.0872310800025156,0.7323232323232324,0.8195876288659794,0.4276851038132632,11125.798274181205,0.08568517098306637,0.27380124370980174,0.06952861952861945,170,0.2519325291700298,0.015872547983214906,0.22857142857142856,-0.7214673769925478
