run_id,sweep_value,seed,duration_ms,Treasury Volatility,Treasury Growth Rate,Final Treasury,Treasury Trend,Final Token Price,Proposal Pass Rate,Quorum Reach Rate
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-005,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,635,3150,0.1867974970242949,-0.7493844402007925,10030.174005239107,-0.7859385111510839,1.4098087558156793,0.07894736842105263,0.3282051282051282
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-006,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,636,3427,0.16739657566705013,-0.7215370033724423,10030.219517053276,-0.6802260903667038,6.064322957899998,0.0761904761904762,0.26976744186046514
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-007,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,637,3415,0.18676958996742946,-0.7494085241770692,10029.210112681973,-0.785551004810819,1.0261151544410914,0.10294117647058823,0.3671497584541063
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-009,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,639,3382,0.184144129622201,-0.7493573817889839,10031.256941106949,-0.7702243297308106,1.8155038338444434,0.11004784688995216,0.3488372093023256
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-008,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,638,3272,0.15748456686656437,-0.721553830953175,10029.613388660153,-0.6285020047421447,1.3562670129588383,0.03888888888888889,0.2849462365591398
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-010,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,640,3488,0.1859980456910328,-0.7492461107240284,10035.710248571766,-0.7769161845977095,1.3991130028264591,0.10837438423645321,0.3253588516746411
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-011,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,641,3275,0.17805312086962202,-0.7493308326015192,10032.319496720746,-0.6958957796874662,1.438210463421088,0.10679611650485436,0.3192488262910798
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-012,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,642,3582,0.16760971102122724,-0.721635916589314,10026.656669240901,-0.682931921557056,1.0430530791155275,0.050761421319796954,0.29207920792079206
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-013,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,643,3667,0.16011578865672352,-0.7493473064184505,10031.660179116989,-0.6497243277213085,2.4088947663838796,0.04591836734693878,0.32160804020100503
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-014,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,644,4013,0.15660404667905048,-0.7214652365847442,10032.804552204678,-0.6214585709634335,1.1435332486912986,0.0660377358490566,0.3181818181818182
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-015,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,645,3918,0.1398005086092625,-0.7215442026671838,10029.960198912266,-0.5280897958167649,1.8326778655100406,0.03902439024390244,0.2822966507177033
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-016,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,646,3371,0.18660778030131536,-0.7494061751719046,10029.30412492351,-0.7849294755887383,2.123448706067642,0.06878306878306878,0.3125
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-017,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,647,3523,0.1792492240887579,-0.7215372643498013,10030.210116665323,-0.749266961418358,5.211274067215659,0.06912442396313365,0.25339366515837103
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-018,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,648,3666,0.17257505752809116,-0.7493937129487231,10029.802889912808,-0.6853949099868909,1.4732613926134246,0.05855855855855856,0.3053097345132743
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-019,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,649,3609,0.18679184994027792,-0.7494736564165888,10026.603380297693,-0.7852605585632095,1.2319840712279002,0.09361702127659574,0.36134453781512604
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-020,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,650,3229,0.1819814609661864,-0.7494462135622187,10027.701702384133,-0.765972436873547,1.0525151309737997,0.09905660377358491,0.35046728971962615
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-021,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,651,3223,0.17887681634702554,-0.7494205536362294,10028.72866784007,-0.7120709873748639,4.192426446778116,0.05,0.26576576576576577
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-022,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,652,2949,0.1668333092530935,-0.7494210243091474,10028.709830497051,-0.6633186028775755,1.35393052276321,0.04864864864864865,0.2918918918918919
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-023,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,653,2899,0.18666654487713383,-0.7493767992301578,10030.479813326594,-0.7815023300834238,3.6118080583317407,0.10309278350515463,0.41414141414141414
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-024,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,654,2895,0.17892252923859614,-0.7493835256089391,10030.210609173206,-0.7158804737280309,1.5514243172657756,0.09375,0.3197969543147208
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0_2-run-025,treasury_stabilization_enabled=true_treasury_buffer_fraction=0_treasury_max_spend_fraction=0.2,655,2955,0.17457625347802233,-0.7494053397971164,10029.337558420179,-0.699866636636856,1.2067251233398757,0.050761421319796954,0.265
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-001,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,656,2987,0.1680905550595296,-0.7206747981489118,12020.428587287097,-0.9068346836936174,1.5779455300199419,0.06372549019607843,0.3062200956937799
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-002,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,657,3055,0.18891798001303461,-0.6971701517637737,12028.835216022795,-0.9271680094836197,1.5481669038753245,0.059907834101382486,0.27802690582959644
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-003,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,658,2793,0.1459084494897811,-0.6971201243363568,12030.822377077704,-0.6731246662547636,1.724663338903128,0.07865168539325842,0.31891891891891894
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-004,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,659,3068,0.1757728229803348,-0.7203816607844077,12030.247222511149,-0.6144272261908852,1.3585379351010656,0.06896551724137931,0.3317307692307692
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-005,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,660,3093,0.2044763573769349,-0.7315751371825561,11548.661183745495,-1.0961010361990693,0.9347039064734591,0.05238095238095238,0.26291079812206575
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-006,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,661,3049,0.1440985809514513,-0.6972079347754627,12032.316310018057,-0.5629971936994754,2.9241981187689166,0.07142857142857142,0.3105022831050228
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-007,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,662,2821,0.19059607393629344,-0.720333912324796,12032.301543322988,-0.8895694259167586,2.735153323270692,0.125,0.4
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-008,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,663,2775,0.16342298044196973,-0.6973434942383798,12026.925078481017,-0.8243796832857255,2.8855986693069093,0.07386363636363637,0.35195530726256985
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-010,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,665,2832,0.17956044408512226,-0.7204057208721102,12029.212065789783,-0.914344986007541,1.5094501453071583,0.06285714285714286,0.3089887640449438
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-009,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,664,3009,0.20230274944390075,-0.7260314122699306,11789.913055266872,-1.2147800613128137,1.3625768537759855,0.10628019323671498,0.3755868544600939
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-011,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,666,2846,0.1633060907317381,-0.720384856976319,12030.109710147077,-0.8186096603499655,1.5713626419048732,0.07281553398058252,0.2571428571428571
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-012,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,667,2901,0.20941585249389372,-0.7203337640772325,12032.307921498486,-1.0519856211850598,1.8538674916870685,0.07425742574257425,0.34951456310679613
Treasury Resilience-treasury_stabilization_enabled=true_treasury_buffer_fraction=0_2_treasury_max_spend_fraction=0_1-run-014,treasury_stabilization_enabled=true_treasury_buffer_fraction=0.2_treasury_max_spend_fraction=0.1,669,2892,0.1855620138685638,-0.6971399198506376,12030.036070903836,-0.7948413350356016,1.0578142120086274,0.06280193236714976,0.33649289099526064
