run_id,sweep_value,seed,duration_ms,Proposal Pass Rate,Average Turnout,Voter Participation Rate,Delegate Concentration,Whale Influence,Voter Concentration Gini,Unique Voter Count,Voter Retention Rate,Quorum Reach Rate,Final Member Count,Total Proposals,Avg Votes Per Proposal,Participation Trend,Token Concentration Gini,Final Gini,Final Treasury,Governance Capture Risk,Single Entity Control
Scale Sweep-50-run-003,50,810,4246,0.8947368421052632,0.2076538236273251,0.2717096005908649,0.27799551856947363,0.28017279977701587,0.43307604562737645,185,0.9037037037037037,1,250,39,44.02564102564103,0.0035927258779962796,0.5082513974696198,0.5084246832516195,11446.653291699015,0.2914151564100227,0.028106280587866305
Scale Sweep-100-run-003,100,840,6694,0.96875,0.23118579424482819,0.2398970463589887,0.2792956674736825,0.2859109547638724,0.4090554865748664,240,0.9239130434782609,1,301,33,52.24242424242424,0.003937003656620997,0.42943475601508774,0.4327574430056855,12094.905826139802,0.27876093385850675,0.022029150281257195
Scale Sweep-200-run-003,200,870,11858,0.925,0.2276315163631726,0.241355507094886,0.27320162077873916,0.2705720753019974,0.4053094060756896,336,0.8955223880597015,1,405,42,74.28571428571429,0.002810003102505747,0.45939919592491424,0.45936698080814975,10628.117275484732,0.28152207134761825,0.01819711070579819
Scale Sweep-350-run-003,350,900,22979,1,0.2379638334776073,0.20136997855079955,0.24680286332809048,0.2634012164792835,0.41038278949399076,449,0.9272237196765498,1,565,58,93.03448275862068,0.0020707730270493907,0.35876151817903984,0.358735756657127,12061.930829689429,0.24696351246090884,0.015823827556572783
Scale Sweep-500-run-003,500,930,58608,0.9893617021276596,0.24017710019877667,0.20877357497284044,0.2477969807133435,0.2638893543762293,0.38520419742315193,581,0.9169960474308301,1,721,94,128.11702127659575,0.0009237458599045341,0.4147581363993181,0.41470844488356806,12075.609197965048,0.2457714566460931,0.011148804501714545
Scale Sweep-50-run-004,50,811,5956,0.9615384615384616,0.21756641208480906,0.2536546768231323,0.2965431866521036,0.2645179778874141,0.4336823300970874,198,0.9846153846153847,0.9454545454545454,250,55,41.50909090909091,0.0025366048992612033,0.49146823393876266,0.49146906720196637,11740.738742686191,0.2958882770326278,0.019037376530707025
Scale Sweep-100-run-004,100,841,6121,0.9459459459459459,0.2389267215468691,0.24469468829255855,0.30103591839486793,0.29256437626392634,0.4385533761131085,225,0.9190751445086706,1,301,38,50.10526315789474,0.002450822066415365,0.4214209248216008,0.4214985652736398,10819.750918988728,0.2947456697246166,0.022029447700518984
Scale Sweep-200-run-004,200,871,9841,0.9210526315789473,0.22195194879140995,0.24414107632422374,0.2687204110020417,0.28000594379029947,0.41622028611380013,316,0.9090909090909091,1,405,38,76.5,0.00233850099855308,0.4936702756713874,0.492948538901411,12049.427315050092,0.2713904826052319,0.019047754858415478
Scale Sweep-350-run-004,350,901,28221,1,0.23710856302808075,0.2231305273722645,0.26413736171695307,0.2724378775788163,0.3999346116027532,468,0.927027027027027,1,565,70,99.9,0.0015010310323444705,0.42675180790945133,0.4267410248177168,11360.752629548033,0.26829499532715206,0.011817878553159682
Scale Sweep-500-run-004,500,931,46415,1,0.23069606422476235,0.1986592079147054,0.22611180552029217,0.25041201247602285,0.38700216169045376,580,0.935672514619883,1,721,70,122.8,0.0012788996161831212,0.3759782026613403,0.37595492098449723,12071.520208209287,0.23086062102828359,0.011060231054619616
Scale Sweep-50-run-005,50,812,3496,0.9130434782608695,0.20519682809988724,0.2414843161939657,0.2843117629398065,0.2500648767162701,0.47023561643835615,179,0.9130434782608695,1,250,25,38.04,0.004880525267335788,0.46265467785910513,0.4627280877864486,12042.859930988567,0.3195220132463594,0.031222231652475303
Scale Sweep-100-run-005,100,842,5278,0.9318181818181818,0.2266052834426395,0.2507118801547963,0.28247247177473184,0.2618957557736693,0.40902069057199725,241,0.9482758620689655,1,301,46,51.891304347826086,0.002894769709384583,0.4317964335183419,0.43181201200222663,11773.181282805102,0.28507462113850696,0.022718201807603262
Scale Sweep-200-run-005,200,872,9633,1,0.23951740871359445,0.21678834734444388,0.2473356935900188,0.2528201855957539,0.413721548014114,326,0.92578125,1,405,43,68.11627906976744,0.002642779092015305,0.3854919097197514,0.385558320541626,12049.520516501347,0.25618824982689,0.017029530657034476
Scale Sweep-350-run-005,350,902,22591,1,0.23406447565789423,0.22410082831317113,0.2535751287733651,0.2682929325340919,0.3791518411191531,477,0.8851674641148325,1,565,54,104.94444444444444,0.0010564415187485053,0.4336888184335043,0.4336985843257368,12062.704896670824,0.24931609154515696,0.012726240890152531
