run_id,sweep_value,seed,duration_ms,Proposal Pass Rate,Average Turnout,Voter Participation Rate,Delegate Concentration,Whale Influence,Voter Concentration Gini,Unique Voter Count,Voter Retention Rate,Quorum Reach Rate,Final Member Count,Total Proposals,Avg Votes Per Proposal,Participation Trend,Token Concentration Gini,Final Gini,Final Treasury,Governance Capture Risk,Single Entity Control
Scale Sweep-500-run-005,500,932,48096,1,0.2267823811002776,0.19211851465429444,0.2316467773977739,0.2517772727957641,0.39459076739440907,571,0.9189723320158103,1,721,72,118.55555555555556,0.000984856309541481,0.38758907310024443,0.3875398306693192,12075.138444165166,0.23356986464947602,0.010375639838537815
Scale Sweep-50-run-006,50,813,4834,0.9666666666666667,0.23067588401011935,0.2660647591581115,0.2990313686532754,0.2672760589861797,0.4492777777777778,193,0.9307692307692308,1,250,31,41.774193548387096,0.005491777840701735,0.43977179946611905,0.43979162710359176,12036.8736981863,0.2859136720606111,0.02988708435710553
Scale Sweep-100-run-006,100,843,6037,0.96,0.21818465576600657,0.2504519856657099,0.30127766997224475,0.29982569703405443,0.40766632944222797,243,0.9090909090909091,1,301,52,55.15384615384615,0.0017780744044943299,0.4811286628784972,0.48112716744783035,11271.54057963494,0.291594412753884,0.024822850638951864
Scale Sweep-200-run-006,200,873,10417,0.9777777777777777,0.22774486921057285,0.23810635583365203,0.26730684967643265,0.2701408315566104,0.3939611471342833,322,0.9201520912547528,1,405,47,74.91489361702128,0.0018730279508285352,0.44323875833056514,0.4430081714897034,12052.827426732756,0.26354020134849465,0.01814214996806765
Scale Sweep-350-run-006,350,903,26973,1,0.23185173553286983,0.23225900959880127,0.2495383440206147,0.26393684776547666,0.3778223561706947,457,0.935064935064935,1,565,65,108.86153846153846,0.0012987992296487304,0.46498452211783703,0.46489939314656303,11856.001443140778,0.24551376278150217,0.013335271611435629
Scale Sweep-500-run-006,500,933,53002,0.9873417721518988,0.23979243208689302,0.19987103990976188,0.21165457448738328,0.22328558904783202,0.3975434612518019,582,0.8855421686746988,1,721,80,121.7875,0.0009704057966310765,0.4251574381512146,0.4251479167331267,12074.10136144379,0.21350220589783328,0.013562555273816418
Scale Sweep-50-run-007,50,814,5451,0.9333333333333333,0.21436830270108337,0.28113497223581263,0.29220944957487127,0.26030582428634724,0.39778125,185,0.9571428571428572,0.9782608695652174,250,46,46.26086956521739,0.0031318941925216354,0.4830058436445368,0.48272500693364595,12041.555089337568,0.3082550030816567,0.022536293176063957
Scale Sweep-100-run-007,100,844,4988,0.9743589743589743,0.2035175529370011,0.25385412306862887,0.28882429346652805,0.2939214654500244,0.3941329320238703,240,0.927461139896373,1,301,42,54.61904761904762,0.0024120869059893837,0.4956219347532856,0.4955106967534253,10928.282431074822,0.29856352688849414,0.022725971728741707
Scale Sweep-200-run-007,200,874,11095,1,0.23052998717867157,0.2249476771959978,0.27438690412308764,0.28826507870820517,0.4007559127008103,318,0.9227799227799228,1,405,48,69.75,0.002610078801294433,0.4278518822562088,0.4274336901772726,12038.653010218706,0.27566284451040896,0.017728023858723435
Scale Sweep-350-run-007,350,904,28422,0.9852941176470589,0.21328181390536208,0.23066516214166524,0.26248813316363695,0.28138601088692156,0.37705645507297736,456,0.93717277486911,0.9859154929577465,565,71,109.05633802816901,0.0007485322685311272,0.49816534988524863,0.4981678295282903,12059.180149454674,0.26399239692383675,0.013340810846603613
Scale Sweep-500-run-007,500,934,62749,1,0.23559379318100682,0.22064001855068682,0.2642970851038406,0.28236140319867936,0.36760278225686893,586,0.9213051823416507,1,721,92,137.2391304347826,0.0006510171555888891,0.4444444828051444,0.44438471344308783,11232.786852287847,0.2634563561752467,0.008396824502559684
Scale Sweep-50-run-008,50,815,5249,0.9166666666666666,0.23889484761459023,0.27629466377612455,0.3012723232356989,0.3031383629393875,0.44962076749435664,188,0.937984496124031,1,250,36,42,0.003634628612508758,0.43534390240033766,0.43500150873647825,10944.674129466901,0.30539460921146766,0.031239117861517972
Scale Sweep-100-run-008,100,845,5181,1,0.23785074332282533,0.2360361169929898,0.2674130820223955,0.25739278258555426,0.4513829962334946,229,0.9333333333333333,1,301,39,48.12820512820513,0.00336722493881731,0.39683274410385666,0.39707727589015196,12044.245258882589,0.2769300472794523,0.02019916467719095
Scale Sweep-200-run-008,200,875,10042,0.9761904761904762,0.2350780453653777,0.21817159622999738,0.2527897293341834,0.25189913072570613,0.41894655796065694,321,0.90625,0.9772727272727273,405,44,69.43181818181819,0.0019453574021457436,0.4522185163963338,0.4523183304091434,12052.28421775318,0.2592013214763669,0.020240658836371484
Scale Sweep-350-run-008,350,905,23941,1,0.23008334021845617,0.21650975972887834,0.2526571349319867,0.2736124229649465,0.3922436603491714,456,0.9453125,1,565,53,102.01886792452831,0.0014307812311630391,0.43478562844064333,0.4347946167982897,11781.57232303909,0.24792970765083627,0.014558637889877709
Scale Sweep-500-run-008,500,935,55328,1,0.2243767922781218,0.2356592172027363,0.26097543925089967,0.2745275549090143,0.36780377779781787,607,0.8844036697247707,1,721,72,146.36111111111111,0.0007994928814270752,0.4849936416002408,0.4849286425174266,12074.412548127126,0.25843703047245165,0.01017992321089673
Scale Sweep-50-run-009,50,816,3791,0.8974358974358975,0.2209909731592219,0.2634067180696035,0.2813757453106696,0.2539011073112885,0.4444693772516727,190,0.9411764705882353,1,250,42,40.30952380952381,0.0025012330445911357,0.4467563879611521,0.4466872799048578,12038.86613148529,0.26935704264939686,0.030040411034990114
Scale Sweep-100-run-009,100,846,5200,0.96875,0.20488724381184778,0.23894812930661752,0.2769185156174437,0.2702870393660737,0.41578257367149124,242,0.9171597633136095,1,301,36,49,0.0030364184596342538,0.48831441788299074,0.48842854225299437,12045.021553207576,0.28935022892584245,0.02287985782406591
