run_id,sweep_value,seed,duration_ms,Proposal Pass Rate,Quorum Reach Rate,Avg Time to Decision,Proposal Abandonment Rate,Proposal Rejection Rate,Governance Overhead,Average Turnout,Avg Margin of Victory,Proposal Rate,Total Proposals
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=0-run-021,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=0,825,19298,0.9629629629629629,1,947.3148148148148,0,0.037037037037037035,79.79629629629629,0.22860691197299002,0.48152447405847065,2.8000000000000003,56
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=6-run-021,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=6,925,20739,0.9811320754716981,1,979.0188679245283,0,0.018867924528301886,76.58490566037736,0.2252561929709724,0.4798289720549935,2.85,57
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=12-run-021,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=12,1025,18010,0.975609756097561,1,978.390243902439,0,0.024390243902439025,67.65853658536585,0.225822191145519,0.5794370254361303,2.1,42
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=0-run-021,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=0,1125,19571,0.9574468085106383,1,929.4042553191489,0,0.0425531914893617,82.85106382978724,0.25251671073055193,0.5890539302409792,2.5,50
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=6-run-021,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=6,1225,20792,0.9607843137254902,1,961.6274509803922,0,0.0392156862745098,74.56862745098039,0.2281393315637822,0.627552944676375,2.7,54
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=12-run-021,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=12,1325,18899,1,1,1030.4333333333334,0,0,74.66666666666667,0.21643758542723573,0.6355793203109245,1.6500000000000001,33
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=0-run-022,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=0,526,21761,1,0.9772727272727273,981.1025641025641,0,0,82.15384615384616,0.25157137776756494,0.5302934888010171,2.1999999999999997,44
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=6-run-022,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=6,626,19889,0.9791666666666666,1,933.6875,0,0.020833333333333332,65.27083333333333,0.22328635110085876,0.44982760283971984,2.6,52
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=12-run-022,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=12,726,18581,0.975609756097561,0.9772727272727273,965.3658536585366,0,0.024390243902439025,77.39024390243902,0.2168940156081022,0.45262074846676914,2.1999999999999997,44
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=0-run-022,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=0,826,15750,0.9655172413793104,1,1234.8620689655172,0,0.034482758620689655,76,0.2655465808831582,0.496245620260771,1.6,32
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=6-run-022,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=6,926,17667,0.9736842105263158,1,946.1842105263158,0,0.02631578947368421,79.63157894736842,0.22691179716101628,0.4768479317159829,1.95,39
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=12-run-022,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=12,1026,18968,1,1,998.525,0,0,64.85,0.23893802352392085,0.5297579117118584,2,40
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=0-run-022,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=0,1126,18045,0.9347826086956522,1,950.0869565217391,0,0.06521739130434782,75.97826086956522,0.25433724085318626,0.5711647959997143,2.3,46
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=6-run-022,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=6,1226,18818,0.975609756097561,1,847.6585365853658,0,0.024390243902439025,77.17073170731707,0.22303409264717958,0.6524276753593039,2.1,42
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=12-run-022,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=12,1326,18981,0.9534883720930233,1,878.6511627906976,0,0.046511627906976744,72.46511627906976,0.21583694358300518,0.5723730686869025,2.15,43
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=0-run-023,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=0,527,19460,0.9607843137254902,1,995.0980392156863,0,0.0392156862745098,85.17647058823529,0.24466044302380358,0.42303159703967264,2.8000000000000003,56
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=6-run-023,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=6,627,23037,1,1,949.8235294117648,0,0,76.20588235294117,0.23045299823479842,0.42940639858367385,3.55,71
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=12-run-023,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=12,727,21564,0.9821428571428571,1,861.75,0,0.017857142857142856,82.05357142857143,0.2207917089571221,0.47352695266238476,3,60
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=0-run-023,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=0,827,18141,0.9534883720930233,1,978.7209302325581,0,0.046511627906976744,81.51162790697674,0.28105066495630465,0.46419156682763857,2.1999999999999997,44
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=6-run-023,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=6,927,18585,0.9767441860465116,1,849.2558139534884,0,0.023255813953488372,75.44186046511628,0.21449107650966912,0.6123639384935194,2.1999999999999997,44
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=12-run-023,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=12,1027,21828,0.9545454545454546,1,837.0454545454545,0,0.045454545454545456,81.18181818181819,0.21466543373154928,0.5076509874368672,2.35,47
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=0-run-023,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=0,1127,19388,1,1,939.0975609756098,0,0,79.7560975609756,0.22617236598420923,0.6361353047848,2.1999999999999997,44
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=6-run-023,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=6,1227,23337,0.9821428571428571,1,952,0,0.017857142857142856,71.75,0.22956074841519472,0.5835231006817045,2.85,57
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=12-run-023,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=12,1327,19016,1,1,860.0652173913044,0,0,77.04347826086956,0.20544726564667656,0.5524063978925142,2.4,48
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=0-run-024,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=0,528,20650,0.98,1,781.36,0,0.02,87.58,0.2729228221099134,0.5001718478917305,2.7,54
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=6-run-024,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=6,628,21770,0.975609756097561,0.9767441860465116,801,0,0.024390243902439025,77.4390243902439,0.22092310096969212,0.4625611086497632,2.15,43
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=12-run-024,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=12,728,24849,0.9807692307692307,1,801.4038461538462,0,0.019230769230769232,82.03846153846153,0.22162573974497835,0.4187821386245074,2.65,53
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=0-run-024,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=0,828,19166,1,1,847.5652173913044,0,0,81.30434782608695,0.22497129860812337,0.5530707355830136,2.4,48
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=6-run-024,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=6,928,19211,1,1,771.3095238095239,0,0,73.02380952380952,0.2352204822045105,0.5864773277130526,2.1,42
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=12-run-024,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=12,1028,20508,0.9772727272727273,1,970.5,0,0.022727272727272728,71.4090909090909,0.22027634361434065,0.5948451043206741,2.25,45
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=0-run-024,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=0,1128,17799,0.9761904761904762,0.9767441860465116,911.8809523809524,0,0.023809523809523808,76.78571428571429,0.272987575677198,0.6554069579716663,2.15,43
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=6-run-024,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=6,1228,19987,1,1,878.1320754716982,0,0,77.41509433962264,0.21415060091954813,0.6740567191761009,2.7,54
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=12-run-024,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=12,1328,18571,1,1,852.8928571428571,0,0,70.78571428571429,0.2320775277214151,0.5814549492851905,2.9000000000000004,58
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=0-run-025,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=0,529,19036,0.9782608695652174,1,859.7608695652174,0,0.021739130434782608,89.76086956521739,0.2417080846152096,0.4907002482548353,2.45,49
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=6-run-025,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=6,629,18926,1,1,858.2142857142857,0,0,80.14285714285714,0.22188698064729717,0.45511183104945063,2.1999999999999997,44
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=12-run-025,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=12,729,23595,0.927536231884058,1,894.2463768115942,0,0.07246376811594203,80.18840579710145,0.228277845058934,0.4210997496314688,3.45,69
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=0-run-025,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=0,829,18331,0.9574468085106383,1,1042.127659574468,0,0.0425531914893617,83.85106382978724,0.2696160186697418,0.46460988102491263,2.45,49
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=6-run-025,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=6,929,20300,0.9565217391304348,1,779.695652173913,0,0.043478260869565216,84.30434782608695,0.216012359975824,0.4616931409819147,2.4,48
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=12-run-025,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=12,1029,13987,1,1,910.6153846153846,0,0,62.42307692307692,0.21987957135986091,0.5215414813786098,1.4000000000000001,28
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=0-run-025,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=0,1129,18829,0.975,1,994.65,0,0.025,77.45,0.23553056868179026,0.7099820197970124,2.1,42
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=6-run-025,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=6,1229,19090,0.9791666666666666,1,1012.8125,0,0.020833333333333332,71.8125,0.21982140540186654,0.5759848151243423,2.4,48
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=12-run-025,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=12,1329,20843,0.9821428571428571,1,763.375,0,0.017857142857142856,73.5,0.24588123712713522,0.6362305641765182,2.85,57
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=0-run-026,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=0,530,25413,0.9318181818181818,1,938.75,0,0.06818181818181818,81.27272727272727,0.24446553953607175,0.4326760087376414,2.1999999999999997,44
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=6-run-026,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=6,630,19698,0.9761904761904762,1,901.5238095238095,0,0.023809523809523808,72.35714285714286,0.24642629216704262,0.44329620742570847,2.1,42
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=12-run-026,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=12,730,20603,0.9846153846153847,1,857.7384615384616,0,0.015384615384615385,77.12307692307692,0.2165183329416624,0.5390976511988889,3.4000000000000004,68
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=0-run-026,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=0,830,20031,0.9821428571428571,1,1001.7678571428571,0,0.017857142857142856,81.5,0.23843750140992126,0.5849798458818057,3,60
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=6-run-026,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=6,930,19469,0.9545454545454546,1,844.5454545454545,0,0.045454545454545456,83.4090909090909,0.21718012273992404,0.5504243369876938,2.45,49
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=12-run-026,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=12,1030,20249,1,1,908.1355932203389,0,0,70.2542372881356,0.24509322641168169,0.5202879917017789,2.9499999999999997,59
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=0-run-026,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=0,1130,21873,1,1,950.6896551724138,0,0,84.58620689655173,0.24731346143138114,0.5954632675713118,3.15,63
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=6-run-026,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=6,1230,21011,1,1,942.265306122449,0,0,76.46938775510205,0.22559895712249126,0.7023282242696585,2.6,52
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=12-run-026,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=12,1330,22883,0.9811320754716981,1,900.3207547169811,0,0.018867924528301886,76.69811320754717,0.23726473748087662,0.6253245198297401,2.75,55
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=0-run-027,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=0,531,20707,0.9782608695652174,1,801.9782608695652,0,0.021739130434782608,87.19565217391305,0.23461328609738388,0.4821445650177906,2.4,48
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=6-run-027,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=6,631,24778,0.975,1,837.825,0,0.025,79.025,0.22817631125842222,0.4617783223072614,2.1,42
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=12-run-027,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=12,731,18084,0.9375,1,880.96875,0,0.0625,77.03125,0.23002352084395525,0.48618174216670496,1.7000000000000002,34
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=0-run-027,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=0,831,15863,0.9375,1,839.875,0,0.0625,75.90625,0.21074455515133003,0.5895795782740357,1.6,32
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=6-run-027,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=6,931,18474,0.9512195121951219,1,883.4634146341464,0,0.04878048780487805,75.39024390243902,0.22492465517736204,0.5425382808232568,2.15,43
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=12-run-027,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=12,1031,23186,0.9642857142857143,1,1024.1785714285713,0,0.03571428571428571,68.73214285714286,0.22380286630488513,0.5588881421812003,2.8000000000000003,56
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=0-run-027,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=0,1131,19304,0.9772727272727273,1,756.1818181818181,0,0.022727272727272728,78.56818181818181,0.22901957823902266,0.5429416799411996,2.3,46
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=6-run-027,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=6,1231,20869,0.9591836734693877,1,770.9387755102041,0,0.04081632653061224,78.55102040816327,0.23359041980082984,0.658037062874558,2.45,49
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=12-run-027,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=12,1331,20918,0.9555555555555556,1,864.8888888888889,0,0.044444444444444446,76.35555555555555,0.2294640111661048,0.5623145826224376,2.35,47
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=0-run-028,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=0,532,19081,0.9824561403508771,1,953.1228070175439,0,0.017543859649122806,79.28070175438596,0.2667591282867245,0.4360946245701481,2.9499999999999997,59
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=6-run-028,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=6,632,19541,0.9545454545454546,0.9791666666666666,898.8181818181819,0,0.045454545454545456,77.4090909090909,0.21310102539470832,0.4828113663628429,2.4,48
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=12-run-028,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=12,732,22842,0.9607843137254902,0.9818181818181818,960.8039215686274,0,0.0392156862745098,74.29411764705883,0.2238231324795939,0.560295647573786,2.75,55
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=0-run-028,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=0,832,22990,0.9666666666666667,1,977.3833333333333,0,0.03333333333333333,80.25,0.24602298647551696,0.5254178693155145,3.15,63
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=6-run-028,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=6,932,18474,0.9318181818181818,1,744.9772727272727,0,0.06818181818181818,73.43181818181819,0.2400855044944823,0.483971790005083,2.1999999999999997,44
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=12-run-028,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=12,1032,20318,1,1,935.7115384615385,0,0,77.11538461538461,0.22305796000029574,0.5550624878095793,2.7,54
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=0-run-028,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=0,1132,19655,1,1,959.0909090909091,0,0,75.86363636363636,0.2603026171870824,0.6078409527483359,2.35,47
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=6-run-028,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=6,1232,17489,1,1,950.5135135135135,0,0,76.64864864864865,0.2212694244730792,0.7082378322847915,1.9,38
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=12-run-028,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=12,1332,20050,0.9791666666666666,1,962.7916666666666,0,0.020833333333333332,69.97916666666667,0.23116275978076997,0.632663173059928,2.45,49
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=0-run-029,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=0,533,19380,0.9056603773584906,1,902.433962264151,0,0.09433962264150944,80.05660377358491,0.23901931187048653,0.4148528319949878,2.65,53
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=6-run-029,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=6,633,20198,0.9818181818181818,1,846.1636363636363,0,0.01818181818181818,78.54545454545455,0.21925140911930932,0.45133373492928863,2.8000000000000003,56
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=12-run-029,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=12,733,22461,1,1,806.2702702702703,0,0,78.08108108108108,0.20979599988196174,0.600552396301095,1.9,38
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=0-run-029,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=0,833,17831,0.975609756097561,1,830.3658536585366,0,0.024390243902439025,81.34146341463415,0.245513817283116,0.4728501844623974,2.15,43
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=6-run-029,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=6,933,18427,0.975,1,898.05,0,0.025,73.45,0.21616341550632323,0.4958618928028219,2,40
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=12-run-029,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=12,1033,19173,0.9795918367346939,1,826.6122448979592,0,0.02040816326530612,76.16326530612245,0.2338343970575894,0.5381123429443241,2.55,51
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=0-run-029,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=0,1133,16665,0.9655172413793104,1,944.2413793103449,0,0.034482758620689655,79.75862068965517,0.2172695299162621,0.7274610946249997,1.55,31
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=6-run-029,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=6,1233,16827,0.9787234042553191,1,886.7234042553191,0,0.02127659574468085,73.36170212765957,0.24181871412295317,0.6060783157265232,2.45,49
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=12-run-029,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=12,1333,22285,1,1,796.2424242424242,0,0,78.75757575757575,0.2210265011377474,0.5347702029898724,3.35,67
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=0-run-030,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=0,534,21618,1,1,906.3207547169811,0,0,87.69811320754717,0.25679156497666267,0.4803931795305544,2.75,55
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=6-run-030,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=6,634,21964,0.9591836734693877,1,854.4897959183673,0,0.04081632653061224,74.93877551020408,0.22043521303102745,0.5182980109209391,2.45,49
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=12-run-030,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=12,734,19121,0.9722222222222222,1,901.6111111111111,0,0.027777777777777776,75.63888888888889,0.23280842203801067,0.4306689395966851,1.8499999999999999,37
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=0-run-030,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=0,834,18209,0.9787234042553191,1,1030.5106382978724,0,0.02127659574468085,82.68085106382979,0.27984741112569844,0.5751905325162769,2.45,49
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=6-run-030,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=6,934,19921,0.9736842105263158,1,944.7105263157895,0,0.02631578947368421,78.05263157894737,0.2093868280303414,0.49577393421222776,2,40
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=12-run-030,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=12,1034,19330,1,1,852.0571428571428,0,0,78,0.21663090954851874,0.6225306264764084,1.8499999999999999,37
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=0-run-030,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=0,1134,20087,0.9811320754716981,1,948.2452830188679,0,0.018867924528301886,75.69811320754717,0.2495970035091025,0.5244980619660874,2.65,53
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=6-run-030,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=6,1234,16720,1,1,1004.7619047619048,0,0,67.5952380952381,0.2287928878229951,0.6099273271368104,2.1999999999999997,44
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=12-run-030,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=12,1334,20823,0.9714285714285714,1,835.0285714285715,0,0.02857142857142857,77.77142857142857,0.22404578098368616,0.631230696283137,1.7500000000000002,35
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=0-run-031,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=0,535,21229,0.9387755102040817,1,878.5102040816327,0,0.061224489795918366,87.3061224489796,0.2485534440655641,0.419315713263051,2.5,50
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=6-run-031,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=6,635,21588,0.9622641509433962,1,916.1509433962265,0,0.03773584905660377,79.30188679245283,0.21979710636891833,0.4308983079215414,2.8000000000000003,56
Proposal Pipeline Effects-proposal_temp_check_fraction=0_05_proposal_fast_track_min_steps=12-run-031,proposal_temp_check_fraction=0.05_proposal_fast_track_min_steps=12,735,19175,1,1,757.05,0,0,78.575,0.20996883180224193,0.5860290609081892,2.0500000000000003,41
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=0-run-031,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=0,835,19391,0.9761904761904762,1,791.4047619047619,0,0.023809523809523808,84.52380952380952,0.24162782067874544,0.5673748076188913,2.1,42
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=6-run-031,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=6,935,19415,0.9636363636363636,1,840.6545454545454,0,0.03636363636363636,71.34545454545454,0.23174472094318985,0.5295070305385339,2.8000000000000003,56
Proposal Pipeline Effects-proposal_temp_check_fraction=0_25_proposal_fast_track_min_steps=12-run-031,proposal_temp_check_fraction=0.25_proposal_fast_track_min_steps=12,1035,17055,1,1,754.9473684210526,0,0,76.63157894736842,0.22863592187822654,0.5591884568021582,1.95,39
Proposal Pipeline Effects-proposal_temp_check_fraction=0_5_proposal_fast_track_min_steps=0-run-031,proposal_temp_check_fraction=0.5_proposal_fast_track_min_steps=0,1135,19425,0.9846153846153847,1,882.1538461538462,0,0.015384615384615385,82.35384615384615,0.24266561641341594,0.5344201897603837,3.45,69
