run_id,sweep_value,seed,duration_ms,ecosystem.Inter-DAO Proposal Count,ecosystem.Inter-DAO Proposal Success Rate,ecosystem.Collaboration Proposal Rate,ecosystem.Treaty Proposal Rate,ecosystem.Resource Sharing Rate,ecosystem.Joint Venture Rate,ecosystem.Inter-DAO Voting Participation,ecosystem.Cross-DAO Approval Alignment,ecosystem.Total Shared Budget,ecosystem.Resource Flow Volume,ecosystem.Ecosystem Treasury Total,dao-1.Proposal Pass Rate,dao-2.Proposal Pass Rate,dao-3.Proposal Pass Rate,dao-1.Voter Participation Rate,dao-2.Voter Participation Rate,dao-3.Voter Participation Rate,dao-1.Final Treasury,dao-2.Final Treasury,dao-3.Final Treasury,dao-1.Treasury Growth Rate,dao-2.Treasury Growth Rate,dao-3.Treasury Growth Rate
Inter-DAO Cooperation-heterogeneous-governance-run-048,heterogeneous-governance,854,3602,58,0.27586206896551724,0.2413793103448276,0.25862068965517243,0.27586206896551724,0.22413793103448276,103.76795297567958,0.5517241379310345,208336.97989583015,64409.41046923399,29999.997664740353,,,,,,,,,,,,
Inter-DAO Cooperation-asymmetric-treasury-run-048,asymmetric-treasury,954,2614,33,0.12121212121212122,0.18181818181818182,0.30303030303030304,0.2727272727272727,0.24242424242424243,95.43852439038338,0.48484848484848486,68072.191150859,11912.532722344622,23836.080923696958,,,,,,,,,,,,
Inter-DAO Cooperation-specialized-daos-run-048,specialized-daos,1054,3225,71,0.323943661971831,0.23943661971830985,0.4084507042253521,0.23943661971830985,0.11267605633802817,123.06534788935224,0.6056338028169014,197221.75789996982,57293.40769932605,33764.71511446631,,,,,,,,,,,,
Inter-DAO Cooperation-isolated-daos-run-048,isolated-daos,1154,2229,0,0,0,0,0,0,0,0,0,0,35757.59012761686,,,,,,,,,,,,
Inter-DAO Cooperation-homogeneous-governance-run-049,homogeneous-governance,755,3431,46,0.17391304347826086,0.17391304347826086,0.34782608695652173,0.2826086956521739,0.1956521739130435,85.8947854690624,0.5217391304347826,54547.241888940334,28112.194162094966,9999.648520229523,0.6666666666666666,0.7647058823529411,0.5555555555555556,0.3026222537207654,0.3529411764705882,0.3125836680053547,0,9999.648520229523,0,1.086171795783167,1.0701867375572098,1.1208429923947811
Inter-DAO Cooperation-heterogeneous-governance-run-049,heterogeneous-governance,855,3394,56,0.21428571428571427,0.4107142857142857,0.17857142857142858,0.21428571428571427,0.19642857142857142,80.53164146249364,0.5535714285714286,222992.77680926025,22585.867469897494,21910.760451158643,,,,,,,,,,,,
Inter-DAO Cooperation-asymmetric-treasury-run-049,asymmetric-treasury,955,2588,51,0.23529411764705882,0.29411764705882354,0.23529411764705882,0.29411764705882354,0.17647058823529413,87.03377081618981,0.6274509803921569,184552.34734341502,52308.58420371078,33835.034263723326,,,,,,,,,,,,
Inter-DAO Cooperation-specialized-daos-run-049,specialized-daos,1055,2779,68,0.2647058823529412,0.16176470588235295,0.3088235294117647,0.29411764705882354,0.23529411764705882,75.04989497921159,0.5147058823529411,216069.04446147382,92576.24299847521,33659.62934206853,,,,,,,,,,,,
Inter-DAO Cooperation-isolated-daos-run-049,isolated-daos,1155,2207,0,0,0,0,0,0,0,0,0,0,35793.86141269069,,,,,,,,,,,,
Inter-DAO Cooperation-homogeneous-governance-run-050,homogeneous-governance,756,3220,53,0.22641509433962265,0.24528301886792453,0.3018867924528302,0.22641509433962265,0.22641509433962265,78.67901265566191,0.6415094339622641,143845.72533890605,45690.347453346476,23787.662841915604,0.6,0.8823529411764706,0.8125,0.35481927710843375,0.3214205458851187,0.33885542168674704,11858.23611341396,0,11929.426728501643,1.120836567100396,1.1265465445314744,1.0959201359933333
