run_id,sweep_value,seed,duration_ms,Proposal Pass Rate,Average Turnout,Quorum Reach Rate,Proposal Rejection Rate,Final Gini,Final Treasury,Whale Influence,Governance Capture Risk,Voter Participation Rate,Unique Voter Count,Delegate Concentration,Single Entity Control,Collusion Threshold,Treasury Growth Rate
Realistic Baseline-run-001,,42,6331,0,0.019556615394561033,0.10333333333333333,1,0.6982757338070111,12089.875102486707,0.023921249700398915,0.318000478013947,0.031031746031745997,168,0.29800817168895927,0.03075471566253145,0.09047619047619047,-0.7213107839897404
Realistic Baseline-run-002,,43,5970,0,0.010407092897154132,0.05947955390334572,1,0.6962112902440254,12069.799672960915,0.006723733066484221,0.41350321426166375,0.016463090812533165,165,0.5561480943904179,0.031120659298367256,0.09523809523809523,-0.6883054350844463
Realistic Baseline-run-003,,44,6321,0,0.021436580669127524,0.08503401360544217,1,0.6995632291483118,11693.7463126611,0.02551496213710815,0.3234915325502746,0.036281179138321976,173,0.3032015528270919,0.030783310717196043,0.09047619047619047,-0.688223913644327
Realistic Baseline-run-004,,45,6114,0.0037735849056603774,0.023310098224795593,0.11235955056179775,0.9962264150943396,0.6969301916771664,12070.364169554334,0.027335752620174982,0.3088137150455711,0.03707865168539323,173,0.29836974282664824,0.0330678016385607,0.09047619047619047,-0.688523654279854
Realistic Baseline-run-005,,46,5686,0,0.016419179776830464,0.07167235494880546,1,0.6949092202046792,11971.144265555487,0.016860246501984432,0.31727871461939267,0.02575979197139604,169,0.340669136063807,0.02814500698389349,0.09523809523809523,-0.719180222924507
Realistic Baseline-run-006,,47,5611,0,0.025019763281207,0.1276595744680851,1,0.6958521863181939,11255.603806695559,0.028205126817095784,0.2736114171365247,0.03969942586963862,170,0.26404300654773644,0.03132972444745484,0.09523809523809523,-0.7291574020964083
Realistic Baseline-run-007,,48,5661,0.0036496350364963502,0.017006384421479295,0.10469314079422383,0.9963503649635036,0.6939796828428664,12078.360088809248,0.017361503884203877,0.3651149615737132,0.026800756403644467,173,0.36443012715907214,0.03207290108098886,0.09523809523809523,-0.6884169040384396
Realistic Baseline-run-008,,49,5607,0.011235955056179775,0.016591031697993672,0.12043795620437957,0.9887640449438202,0.6945769692879709,12058.5077264617,0.018940189115312332,0.37537462311357617,0.026207855404935667,175,0.414288520221535,0.029706618745839387,0.09523809523809523,-0.7338761106077116
Realistic Baseline-run-009,,50,5261,0,0.017247989076594628,0.08058608058608059,1,0.7015994205670479,11040.739287338498,0.018948724813299952,0.31803415225984866,0.028048142333856597,173,0.3541399176266759,0.03232566203619815,0.09047619047619047,-0.6996223799630439
Realistic Baseline-run-010,,51,4974,0,0.022957259320835817,0.11155378486055777,1,0.6936104840711064,11315.815176165785,0.02794686415333887,0.2932767532378519,0.0369948776323278,169,0.27873675629501204,0.028880823133965228,0.09523809523809523,-0.7308854725259658
Realistic Baseline-run-011,,52,5317,0.007518796992481203,0.013348362995726741,0.09259259259259259,0.9924812030075187,0.6993332292534669,12059.693118198367,0.012437768530276429,0.3788251331789306,0.02081128747795413,168,0.4532393182657034,0.031180902551089427,0.09047619047619047,-0.7314641087820366
Realistic Baseline-run-012,,53,5064,0,0.02701726260838979,0.127208480565371,1,0.6987813833218968,11626.703862109911,0.040638742270674204,0.3145040616887396,0.04496045768130573,178,0.272006074967746,0.02908013331906415,0.09047619047619047,-0.727281957421143
